,Date,Start (ET),Visitor,Visitor Points,Home,Home Points,OT,Arena,Visitor Miles,Home Miles
5740,2016-03-23,8:00p,Sacramento Kings,104,Minnesota Timberwolves,113,None,Target Center,568.3704801146415,0.0
5741,2016-03-23,8:30p,Miami Heat,88,San Antonio Spurs,112,None,AT&T Center,809.0843167551981,1771.6732932911184
5742,2016-03-23,9:00p,Philadelphia 76ers,103,Denver Nuggets,104,None,Pepsi Center,1608.5403984019667,1971.7119723989724
5743,2016-03-23,10:00p,Los Angeles Lakers,107,Phoenix Suns,119,None,Talking Stick Resort Arena,576.6307756724622,0.0
5744,2016-03-23,10:00p,Dallas Mavericks,103,Portland Trail Blazers,109,None,Moda Center,2623.2744696914424,2623.2744696914424
5745,2016-03-23,10:30p,Los Angeles Clippers,98,Golden State Warriors,114,None,Oracle Arena,3073.5109500045537,2528.5605576586713
5746,2016-03-24,7:00p,New Orleans Pelicans,84,Indiana Pacers,92,None,Bankers Life Fieldhouse,1148.322858894391,0.0
5747,2016-03-24,7:30p,Cleveland Cavaliers,95,Brooklyn Nets,104,None,Barclays Center,652.46910741894,0.0
5748,2016-03-24,7:30p,Chicago Bulls,94,New York Knicks,106,None,Madison Square Garden (IV),1148.3162681652743,1148.3162681652743
5749,2016-03-24,8:00p,Utah Jazz,91,Oklahoma City Thunder,113,None,Chesapeake Energy Arena,666.3361500189493,0.0
5750,2016-03-24,10:30p,Portland Trail Blazers,94,Los Angeles Clippers,96,None,STAPLES Center,1331.1296127548705,543.5789904134948
5751,2016-03-25,7:00p,Minnesota Timberwolves,132,Washington Wizards,129,2OT,Verizon Center,1501.2675310832583,0.0
5752,2016-03-25,7:30p,Charlotte Hornets,105,Detroit Pistons,112,None,The Palace of Auburn Hills,777.7726679514896,0.0
5753,2016-03-25,8:00p,Milwaukee Bucks,90,Atlanta Hawks,101,None,Philips Arena,892.9424107866621,873.0998748486302
5754,2016-03-25,8:00p,Toronto Raptors,109,Houston Rockets,112,None,Toyota Center,2581.461728775888,0.0
5755,2016-03-25,8:00p,Orlando Magic,97,Miami Heat,108,None,AmericanAirlines Arena,1859.9320111788725,1841.3974772786532
5756,2016-03-25,8:30p,Memphis Grizzlies,104,San Antonio Spurs,110,None,AT&T Center,1940.63627735,0.0
5757,2016-03-25,10:00p,Phoenix Suns,94,Sacramento Kings,116,None,Sleep Train Arena,1021.4353551481838,2431.9711271738224
5758,2016-03-25,10:30p,Dallas Mavericks,120,Golden State Warriors,128,None,Oracle Arena,866.1730832332902,0.0
5759,2016-03-25,10:30p,Denver Nuggets,116,Los Angeles Lakers,105,None,STAPLES Center,1336.943130611183,576.6307756724622
5760,2016-03-26,6:00p,Indiana Pacers,110,Brooklyn Nets,120,None,Barclays Center,1038.3680930945834,0.0
5761,2016-03-26,7:00p,Toronto Raptors,115,New Orleans Pelicans,91,None,Smoothie King Center,509.64888007288965,1148.322858894391
5762,2016-03-26,7:00p,Chicago Bulls,89,Orlando Magic,111,None,Amway Center,1515.4668134005067,328.7388510040184
5763,2016-03-26,7:30p,Atlanta Hawks,112,Detroit Pistons,95,None,The Palace of Auburn Hills,961.6547109578556,0.0
5764,2016-03-26,7:30p,Cleveland Cavaliers,107,New York Knicks,93,None,Madison Square Garden (IV),7.711935018361354,0.0
5765,2016-03-26,8:00p,Utah Jazz,93,Minnesota Timberwolves,84,None,Target Center,1117.3383427562503,1501.2675310832583
5766,2016-03-26,8:00p,San Antonio Spurs,92,Oklahoma City Thunder,111,None,Chesapeake Energy Arena,676.726657279604,0.0
5767,2016-03-26,8:30p,Charlotte Hornets,115,Milwaukee Bucks,91,None,BMO Harris Bradley Center,404.9363596503264,1077.1100552897883
5768,2016-03-26,10:00p,Boston Celtics,102,Phoenix Suns,99,None,Talking Stick Resort Arena,3693.356445661556,1021.4353551481838
5769,2016-03-26,10:00p,Philadelphia 76ers,105,Portland Trail Blazers,108,None,Moda Center,1576.7250673403603,1331.1296127548705
5770,2016-03-27,3:30p,Denver Nuggets,90,Los Angeles Clippers,105,None,STAPLES Center,0.0,0.0
5771,2016-03-27,6:00p,Houston Rockets,101,Indiana Pacers,104,None,Bankers Life Fieldhouse,1393.572059373387,1038.3680930945834
5772,2016-03-27,6:00p,Dallas Mavericks,111,Sacramento Kings,133,None,Sleep Train Arena,110.88235509533773,0.0
5773,2016-03-27,8:00p,Philadelphia 76ers,105,Golden State Warriors,117,None,Oracle Arena,866.1730832332902,0.0
5774,2016-03-27,9:30p,Washington Wizards,101,Los Angeles Lakers,88,None,STAPLES Center,3695.824872344601,0.0
5775,2016-03-28,7:30p,Brooklyn Nets,99,Miami Heat,110,None,AmericanAirlines Arena,1753.609073414792,0.0
5776,2016-03-28,7:30p,Oklahoma City Thunder,119,Toronto Raptors,100,None,Air Canada Centre,1795.6715566880225,1792.9355450486207
5777,2016-03-28,8:00p,Atlanta Hawks,102,Chicago Bulls,100,None,United Center,384.4697958316088,1588.653336706834
5778,2016-03-28,8:00p,San Antonio Spurs,101,Memphis Grizzlies,87,None,FedEx Forum,677.888356014537,1012.777909564886
5779,2016-03-28,8:00p,Phoenix Suns,116,Minnesota Timberwolves,121,None,Target Center,2056.8952490654897,0.0
5780,2016-03-28,8:00p,New York Knicks,91,New Orleans Pelicans,99,None,Smoothie King Center,1884.499548186097,0.0
5781,2016-03-28,9:00p,Dallas Mavericks,97,Denver Nuggets,88,None,Pepsi Center,1425.7291573504947,1336.943130611183
5782,2016-03-28,9:00p,Los Angeles Lakers,75,Utah Jazz,123,None,Vivint Smart Home Arena,935.0094062976216,1584.2163035723793
5783,2016-03-28,10:00p,Sacramento Kings,93,Portland Trail Blazers,105,None,Moda Center,778.9831019202021,0.0
5784,2016-03-28,10:30p,Boston Celtics,90,Los Angeles Clippers,114,None,STAPLES Center,576.6307756724622,0.0
5785,2016-03-29,7:00p,Chicago Bulls,98,Indiana Pacers,96,None,Bankers Life Fieldhouse,267.850235260918,0.0
5786,2016-03-29,7:00p,Brooklyn Nets,105,Orlando Magic,139,None,Amway Center,328.7388510040184,0.0
5787,2016-03-29,7:00p,Charlotte Hornets,100,Philadelphia 76ers,85,None,Wells Fargo Center,1116.5784765140054,4033.8636556675856
5788,2016-03-29,7:30p,Oklahoma City Thunder,82,Detroit Pistons,88,None,The Palace of Auburn Hills,332.19366550770116,0.0
5789,2016-03-29,8:00p,Houston Rockets,106,Cleveland Cavaliers,100,None,Quicken Loans Arena,423.3599045954914,649.6400774269464
5790,2016-03-29,10:30p,Washington Wizards,94,Golden State Warriors,102,None,Oracle Arena,543.5789904134948,0.0
5791,2016-03-30,7:30p,Atlanta Hawks,97,Toronto Raptors,105,None,Air Canada Centre,704.7038435348661,0.0
5792,2016-03-30,8:00p,Denver Nuggets,109,Memphis Grizzlies,105,None,FedEx Forum,1413.3426956659735,0.0
5793,2016-03-30,8:00p,Phoenix Suns,94,Milwaukee Bucks,105,None,BMO Harris Bradley Center,479.40292058392754,0.0
5794,2016-03-30,8:00p,Los Angeles Clippers,99,Minnesota Timberwolves,79,None,Target Center,2450.094606106478,0.0
5795,2016-03-30,8:30p,New York Knicks,89,Dallas Mavericks,91,None,American Airlines Center,712.4456363798192,1066.1565415377668
5796,2016-03-30,8:30p,New Orleans Pelicans,92,San Antonio Spurs,100,None,AT&T Center,809.0843167551981,1012.777909564886
5797,2016-03-30,9:00p,Golden State Warriors,103,Utah Jazz,96,OT,Vivint Smart Home Arena,947.6013765576201,0.0
5798,2016-03-30,10:00p,Washington Wizards,111,Sacramento Kings,120,None,Sleep Train Arena,110.88235509533773,778.9831019202021
5799,2016-03-30,10:30p,Miami Heat,100,Los Angeles Lakers,102,OT,STAPLES Center,3760.4346112852186,935.0094062976216
5800,2016-03-31,7:00p,Brooklyn Nets,87,Cleveland Cavaliers,107,None,Quicken Loans Arena,1441.1269752257033,0.0
5801,2016-03-31,7:00p,Chicago Bulls,103,Houston Rockets,100,None,Toyota Center,1393.572059373387,1793.687798852411
5802,2016-03-31,7:00p,Orlando Magic,114,Indiana Pacers,94,None,Bankers Life Fieldhouse,1322.5847620149084,0.0
5803,2016-03-31,8:00p,Denver Nuggets,95,New Orleans Pelicans,101,None,Smoothie King Center,578.998800034611,809.0843167551981
5804,2016-03-31,9:30p,Los Angeles Clippers,117,Oklahoma City Thunder,119,None,Chesapeake Energy Arena,1117.3383427562503,1463.4838993450999
5805,2016-03-31,10:00p,Boston Celtics,109,Portland Trail Blazers,116,None,Moda Center,1331.1296127548705,0.0
5806,2016-04-01,7:00p,Philadelphia 76ers,91,Charlotte Hornets,100,None,Time Warner Cable Arena,720.6861233431512,720.6861233431512
5807,2016-04-01,7:30p,Dallas Mavericks,98,Detroit Pistons,89,None,The Palace of Auburn Hills,1607.9039959506251,0.0
5808,2016-04-01,7:30p,Brooklyn Nets,91,New York Knicks,105,None,Madison Square Garden (IV),649.6400774269464,2208.225407463487
5809,2016-04-01,8:00p,Cleveland Cavaliers,110,Atlanta Hawks,108,OT,Philips Arena,892.9424107866621,1181.8495202885229
5810,2016-04-01,8:00p,Toronto Raptors,99,Memphis Grizzlies,95,None,FedEx Forum,1313.8394503783445,0.0
5811,2016-04-01,8:00p,Orlando Magic,110,Milwaukee Bucks,113,None,BMO Harris Bradley Center,393.2587038566132,0.0
5812,2016-04-01,9:00p,Minnesota Timberwolves,85,Utah Jazz,98,None,Vivint Smart Home Arena,1584.2163035723793,0.0
5813,2016-04-01,10:00p,Miami Heat,112,Sacramento Kings,106,None,Sleep Train Arena,581.6399730428296,0.0
5814,2016-04-01,10:30p,Boston Celtics,109,Golden State Warriors,106,None,Oracle Arena,866.1730832332902,947.6013765576201
5815,2016-04-01,10:30p,Washington Wizards,106,Phoenix Suns,99,None,Talking Stick Resort Arena,1021.4353551481838,2352.2774582380994
5816,2016-04-02,7:30p,Indiana Pacers,115,Philadelphia 76ers,102,None,Wells Fargo Center,937.4436858678192,720.6861233431512
5817,2016-04-02,8:00p,Detroit Pistons,94,Chicago Bulls,90,None,United Center,384.4697958316088,1514.8618950089124
5818,2016-04-02,8:30p,Toronto Raptors,95,San Antonio Spurs,102,None,AT&T Center,1012.777909564886,0.0
5819,2016-04-02,9:00p,Sacramento Kings,115,Denver Nuggets,106,None,Pepsi Center,1425.7291573504947,1740.1363930620837
5820,2016-04-02,10:00p,Miami Heat,93,Portland Trail Blazers,110,None,Moda Center,778.9831019202021,0.0
5821,2016-04-03,1:00p,New Orleans Pelicans,106,Brooklyn Nets,87,None,Barclays Center,1881.476131856418,7.711935018361354
5822,2016-04-03,3:30p,Charlotte Hornets,103,Cleveland Cavaliers,112,None,Quicken Loans Arena,701.3207936307006,892.9424107866621
5823,2016-04-03,3:30p,Oklahoma City Thunder,110,Houston Rockets,118,None,Toyota Center,666.3361500189493,0.0
5824,2016-04-03,3:30p,Washington Wizards,109,Los Angeles Clippers,114,None,STAPLES Center,576.6307756724622,1898.956851820289
5825,2016-04-03,3:30p,Dallas Mavericks,88,Minnesota Timberwolves,78,None,Target Center,872.2597636270331,1584.2163035723793
5826,2016-04-03,6:00p,Memphis Grizzlies,107,Orlando Magic,119,None,Amway Center,1099.8784110683698,1715.8277506987667
5827,2016-04-03,6:00p,Utah Jazz,101,Phoenix Suns,86,None,Talking Stick Resort Arena,814.3082955764366,0.0
5828,2016-04-03,7:00p,Chicago Bulls,102,Milwaukee Bucks,98,None,BMO Harris Bradley Center,130.94419067877172,0.0
5829,2016-04-03,7:30p,Indiana Pacers,92,New York Knicks,87,None,Madison Square Garden (IV),137.55645005419467,0.0
5830,2016-04-03,8:00p,Portland Trail Blazers,111,Golden State Warriors,136,None,Oracle Arena,866.1730832332902,0.0
5831,2016-04-03,9:30p,Boston Celtics,107,Los Angeles Lakers,100,None,STAPLES Center,543.5789904134948,0.0
5832,2016-04-05,7:00p,New Orleans Pelicans,93,Philadelphia 76ers,107,None,Wells Fargo Center,133.66905790186513,0.0
5833,2016-04-05,7:30p,Charlotte Hornets,90,Toronto Raptors,96,None,Air Canada Centre,304.51526234563045,2312.913601719932
5834,2016-04-05,8:00p,Phoenix Suns,90,Atlanta Hawks,103,None,Philips Arena,2555.5976457076745,0.0
5835,2016-04-05,8:00p,Chicago Bulls,92,Memphis Grizzlies,108,None,FedEx Forum,896.2641667711999,1099.8784110683698
5836,2016-04-05,8:00p,Detroit Pistons,89,Miami Heat,107,None,AmericanAirlines Arena,1917.211036119281,4352.2537654035295
5837,2016-04-05,8:00p,Cleveland Cavaliers,109,Milwaukee Bucks,80,None,BMO Harris Bradley Center,540.5014740287551,0.0
5838,2016-04-05,9:00p,Oklahoma City Thunder,124,Denver Nuggets,102,None,Pepsi Center,1416.7501824015203,0.0
5839,2016-04-05,9:00p,San Antonio Spurs,88,Utah Jazz,86,None,Vivint Smart Home Arena,1753.8493780871931,814.3082955764366
5840,2016-04-05,10:00p,Portland Trail Blazers,115,Sacramento Kings,107,None,Sleep Train Arena,110.88235509533773,1425.7291573504947
5841,2016-04-05,10:30p,Minnesota Timberwolves,124,Golden State Warriors,117,OT,Oracle Arena,2528.5605576586713,0.0
5842,2016-04-05,10:30p,Los Angeles Lakers,81,Los Angeles Clippers,103,None,STAPLES Center,0.0,0.0
5843,2016-04-06,7:00p,Cleveland Cavaliers,109,Indiana Pacers,123,None,Bankers Life Fieldhouse,393.2587038566132,1037.1018074789702
5844,2016-04-06,7:00p,Detroit Pistons,108,Orlando Magic,104,None,Amway Center,328.7388510040184,0.0
5845,2016-04-06,7:00p,Brooklyn Nets,103,Washington Wizards,121,None,Verizon Center,327.2672996926976,3695.824872344601
5846,2016-04-06,7:30p,New Orleans Pelicans,97,Boston Celtics,104,None,TD Garden,439.9176839066835,4171.692997477158
5847,2016-04-06,7:30p,Charlotte Hornets,111,New York Knicks,97,None,Madison Square Garden (IV),547.8376703141461,0.0
