,Date,Start (ET),Visitor,Visitor Points,Home,Home Points,OT,Arena,Year,Latitude,Longitude
7336,2018-11-12,10:30p,Golden State Warriors,116,Los Angeles Clippers,121,OT,STAPLES Center,2019,34.043° N,118.267° W
7337,2018-11-13,7:00p,Charlotte Hornets,89,Cleveland Cavaliers,113,None,Quicken Loans Arena,2019,41.497° N,81.688° W
7338,2018-11-13,9:00p,Houston Rockets,109,Denver Nuggets,99,None,Pepsi Center,2019,39.749° N,105.008° W
7339,2018-11-13,10:30p,Atlanta Hawks,103,Golden State Warriors,110,None,Oracle Arena,2019,37.75° N,122.203° W
7340,2018-11-14,7:00p,Philadelphia 76ers,106,Orlando Magic,111,None,Amway Center,2019,28.539° N,81.384° W
7341,2018-11-14,7:00p,Cleveland Cavaliers,95,Washington Wizards,119,None,Capital One Arena,2019,38.898° N,77.021° W
7342,2018-11-14,7:30p,Chicago Bulls,82,Boston Celtics,111,None,TD Garden,2019,42.366° N,71.062° W
7343,2018-11-14,7:30p,Miami Heat,120,Brooklyn Nets,107,None,Barclays Center,2019,40.683° N,73.975° W
7344,2018-11-14,7:30p,Detroit Pistons,106,Toronto Raptors,104,None,Scotiabank Arena,2019,43.644° N,79.379° W
7345,2018-11-14,8:00p,Memphis Grizzlies,116,Milwaukee Bucks,113,None,Fiserv Forum,2019,43.045° N,87.917° W
7346,2018-11-14,8:00p,New Orleans Pelicans,100,Minnesota Timberwolves,107,None,Target Center,2019,44.98° N,93.276° W
7347,2018-11-14,8:00p,New York Knicks,103,Oklahoma City Thunder,128,None,Chesapeake Energy Arena,2019,35.463° N,97.515° W
7348,2018-11-14,8:30p,Utah Jazz,68,Dallas Mavericks,118,None,American Airlines Center,2019,32.791° N,96.81° W
7349,2018-11-14,9:00p,San Antonio Spurs,96,Phoenix Suns,116,None,Talking Stick Resort Arena,2019,33.446° N,112.071° W
7350,2018-11-14,10:30p,Portland Trail Blazers,117,Los Angeles Lakers,126,None,STAPLES Center,2019,34.043° N,118.267° W
7351,2018-11-15,8:00p,Golden State Warriors,86,Houston Rockets,107,None,Toyota Center,2019,29.751° N,95.362° W
7352,2018-11-15,9:00p,Atlanta Hawks,93,Denver Nuggets,138,None,Pepsi Center,2019,39.749° N,105.008° W
7353,2018-11-15,10:30p,San Antonio Spurs,111,Los Angeles Clippers,116,None,STAPLES Center,2019,34.043° N,118.267° W
7354,2018-11-16,7:00p,Toronto Raptors,116,Boston Celtics,123,OT,TD Garden,2019,42.366° N,71.062° W
7355,2018-11-16,7:00p,Miami Heat,91,Indiana Pacers,99,None,Bankers Life Fieldhouse,2019,39.764° N,86.156° W
7356,2018-11-16,7:00p,Utah Jazz,107,Philadelphia 76ers,113,None,Wells Fargo Center,2019,39.901° N,75.172° W
7357,2018-11-16,7:00p,Brooklyn Nets,115,Washington Wizards,104,None,Capital One Arena,2019,38.898° N,77.021° W
7358,2018-11-16,8:00p,Sacramento Kings,104,Memphis Grizzlies,112,None,FedEx Forum,2019,35.156° N,90.052° W
7359,2018-11-16,8:00p,Portland Trail Blazers,96,Minnesota Timberwolves,112,None,Target Center,2019,44.98° N,93.276° W
7360,2018-11-16,8:00p,New York Knicks,124,New Orleans Pelicans,129,None,Smoothie King Center,2019,29.949° N,90.082° W
7361,2018-11-16,9:30p,Chicago Bulls,104,Milwaukee Bucks,123,None,Fiserv Forum,2019,43.045° N,87.917° W
7362,2018-11-17,6:00p,Los Angeles Clippers,127,Brooklyn Nets,119,None,Barclays Center,2019,40.683° N,73.975° W
7363,2018-11-17,7:00p,Philadelphia 76ers,122,Charlotte Hornets,119,OT,Spectrum Center,2019,35.225° N,80.839° W
7364,2018-11-17,7:00p,Atlanta Hawks,89,Indiana Pacers,97,None,Bankers Life Fieldhouse,2019,39.764° N,86.156° W
7365,2018-11-17,7:00p,Denver Nuggets,115,New Orleans Pelicans,125,None,Smoothie King Center,2019,29.949° N,90.082° W
7366,2018-11-17,7:00p,Los Angeles Lakers,117,Orlando Magic,130,None,Amway Center,2019,28.539° N,81.384° W
7367,2018-11-17,7:30p,Utah Jazz,98,Boston Celtics,86,None,TD Garden,2019,42.366° N,71.062° W
7368,2018-11-17,8:00p,Toronto Raptors,122,Chicago Bulls,83,None,United Center,2019,41.881° N,87.675° W
7369,2018-11-17,8:00p,Sacramento Kings,112,Houston Rockets,132,None,Toyota Center,2019,29.751° N,95.362° W
7370,2018-11-17,8:30p,Golden State Warriors,109,Dallas Mavericks,112,None,American Airlines Center,2019,32.791° N,96.81° W
7371,2018-11-17,9:00p,Oklahoma City Thunder,110,Phoenix Suns,100,None,Talking Stick Resort Arena,2019,33.446° N,112.071° W
7372,2018-11-18,3:30p,Memphis Grizzlies,100,Minnesota Timberwolves,87,None,Target Center,2019,44.98° N,93.276° W
7373,2018-11-18,6:00p,Los Angeles Lakers,113,Miami Heat,97,None,AmericanAirlines Arena,2019,25.781° N,80.187° W
7374,2018-11-18,6:00p,New York Knicks,117,Orlando Magic,131,None,Amway Center,2019,28.539° N,81.384° W
7375,2018-11-18,6:00p,Portland Trail Blazers,119,Washington Wizards,109,None,Capital One Arena,2019,38.898° N,77.021° W
7376,2018-11-18,7:00p,Golden State Warriors,92,San Antonio Spurs,104,None,AT&T Center,2019,29.427° N,98.438° W
7377,2018-11-19,7:00p,Boston Celtics,112,Charlotte Hornets,117,None,Spectrum Center,2019,35.225° N,80.839° W
7378,2018-11-19,7:00p,Cleveland Cavaliers,102,Detroit Pistons,113,None,Little Caesars Arena,2019,42.341° N,83.055° W
7379,2018-11-19,7:00p,Utah Jazz,94,Indiana Pacers,121,None,Bankers Life Fieldhouse,2019,39.764° N,86.156° W
7380,2018-11-19,7:00p,Phoenix Suns,114,Philadelphia 76ers,119,None,Wells Fargo Center,2019,39.901° N,75.172° W
7381,2018-11-19,7:30p,Los Angeles Clippers,127,Atlanta Hawks,119,None,State Farm Arena,2019,33.757° N,84.396° W
7382,2018-11-19,8:00p,Dallas Mavericks,88,Memphis Grizzlies,98,None,FedEx Forum,2019,35.156° N,90.052° W
7383,2018-11-19,8:00p,Denver Nuggets,98,Milwaukee Bucks,104,None,Fiserv Forum,2019,43.045° N,87.917° W
7384,2018-11-19,8:00p,San Antonio Spurs,126,New Orleans Pelicans,140,None,Smoothie King Center,2019,29.949° N,90.082° W
7385,2018-11-19,10:00p,Oklahoma City Thunder,113,Sacramento Kings,117,None,Golden 1 Center,2019,38.58° N,121.5° W
7386,2018-11-20,7:00p,Toronto Raptors,93,Orlando Magic,91,None,Amway Center,2019,28.539° N,81.384° W
7387,2018-11-20,7:00p,Los Angeles Clippers,118,Washington Wizards,125,None,Capital One Arena,2019,38.898° N,77.021° W
7388,2018-11-20,7:30p,Brooklyn Nets,104,Miami Heat,92,None,AmericanAirlines Arena,2019,25.781° N,80.187° W
7389,2018-11-20,7:30p,Portland Trail Blazers,118,New York Knicks,114,None,Madison Square Garden (IV),2019,40.751° N,73.993° W
7390,2018-11-21,7:00p,Indiana Pacers,109,Charlotte Hornets,127,None,Spectrum Center,2019,35.225° N,80.839° W
7391,2018-11-21,7:00p,New Orleans Pelicans,120,Philadelphia 76ers,121,None,Wells Fargo Center,2019,39.901° N,75.172° W
7392,2018-11-21,7:30p,Toronto Raptors,124,Atlanta Hawks,108,None,State Farm Arena,2019,33.757° N,84.396° W
7393,2018-11-21,7:30p,New York Knicks,117,Boston Celtics,109,None,TD Garden,2019,42.366° N,71.062° W
7394,2018-11-21,8:00p,Phoenix Suns,116,Chicago Bulls,124,None,United Center,2019,41.881° N,87.675° W
7395,2018-11-21,8:00p,Los Angeles Lakers,109,Cleveland Cavaliers,105,None,Quicken Loans Arena,2019,41.497° N,81.688° W
7396,2018-11-21,8:00p,Detroit Pistons,124,Houston Rockets,126,None,Toyota Center,2019,29.751° N,95.362° W
7397,2018-11-21,8:00p,Portland Trail Blazers,100,Milwaukee Bucks,143,None,Fiserv Forum,2019,43.045° N,87.917° W
7398,2018-11-21,8:00p,Denver Nuggets,103,Minnesota Timberwolves,101,None,Target Center,2019,44.98° N,93.276° W
7399,2018-11-21,8:30p,Brooklyn Nets,113,Dallas Mavericks,119,None,American Airlines Center,2019,32.791° N,96.81° W
7400,2018-11-21,8:30p,Memphis Grizzlies,104,San Antonio Spurs,103,None,AT&T Center,2019,29.427° N,98.438° W
7401,2018-11-21,9:00p,Sacramento Kings,119,Utah Jazz,110,None,Vivint Smart Home Arena,2019,40.768° N,111.901° W
7402,2018-11-21,10:30p,Oklahoma City Thunder,123,Golden State Warriors,95,None,Oracle Arena,2019,37.75° N,122.203° W
7403,2018-11-23,12:00p,Minnesota Timberwolves,112,Brooklyn Nets,102,None,Barclays Center,2019,40.683° N,73.975° W
7404,2018-11-23,3:30p,Memphis Grizzlies,107,Los Angeles Clippers,112,OT,STAPLES Center,2019,34.043° N,118.267° W
7405,2018-11-23,7:00p,Houston Rockets,111,Detroit Pistons,116,OT,Little Caesars Arena,2019,42.341° N,83.055° W
7406,2018-11-23,7:30p,Boston Celtics,114,Atlanta Hawks,96,None,State Farm Arena,2019,33.757° N,84.396° W
7407,2018-11-23,7:30p,New Orleans Pelicans,109,New York Knicks,114,None,Madison Square Garden (IV),2019,40.751° N,73.993° W
7408,2018-11-23,7:30p,Cleveland Cavaliers,121,Philadelphia 76ers,112,None,Wells Fargo Center,2019,39.901° N,75.172° W
7409,2018-11-23,7:30p,Washington Wizards,107,Toronto Raptors,125,None,Scotiabank Arena,2019,43.644° N,79.379° W
7410,2018-11-23,8:00p,Miami Heat,103,Chicago Bulls,96,None,United Center,2019,41.881° N,87.675° W
7411,2018-11-23,8:00p,San Antonio Spurs,111,Indiana Pacers,100,None,Bankers Life Fieldhouse,2019,39.764° N,86.156° W
7412,2018-11-23,8:00p,Charlotte Hornets,104,Oklahoma City Thunder,109,None,Chesapeake Energy Arena,2019,35.463° N,97.515° W
7413,2018-11-23,8:30p,Phoenix Suns,116,Milwaukee Bucks,114,None,Fiserv Forum,2019,43.045° N,87.917° W
7414,2018-11-23,9:00p,Orlando Magic,87,Denver Nuggets,112,None,Pepsi Center,2019,39.749° N,105.008° W
7415,2018-11-23,10:30p,Portland Trail Blazers,97,Golden State Warriors,125,None,Oracle Arena,2019,37.75° N,122.203° W
7416,2018-11-23,10:30p,Utah Jazz,83,Los Angeles Lakers,90,None,STAPLES Center,2019,34.043° N,118.267° W
7417,2018-11-24,7:30p,Houston Rockets,108,Cleveland Cavaliers,117,None,Quicken Loans Arena,2019,41.497° N,81.688° W
7418,2018-11-24,8:00p,Chicago Bulls,96,Minnesota Timberwolves,111,None,Target Center,2019,44.98° N,93.276° W
7419,2018-11-24,8:00p,Denver Nuggets,105,Oklahoma City Thunder,98,None,Chesapeake Energy Arena,2019,35.463° N,97.515° W
7420,2018-11-24,8:00p,New Orleans Pelicans,114,Washington Wizards,124,None,Capital One Arena,2019,38.898° N,77.021° W
7421,2018-11-24,8:30p,Boston Celtics,104,Dallas Mavericks,113,None,American Airlines Center,2019,32.791° N,96.81° W
7422,2018-11-24,8:30p,Sacramento Kings,116,Golden State Warriors,117,None,Oracle Arena,2019,37.75° N,122.203° W
7423,2018-11-24,8:30p,San Antonio Spurs,129,Milwaukee Bucks,135,None,Fiserv Forum,2019,43.045° N,87.917° W
7424,2018-11-25,3:30p,Orlando Magic,108,Los Angeles Lakers,104,None,STAPLES Center,2019,34.043° N,118.267° W
7425,2018-11-25,4:00p,Phoenix Suns,107,Detroit Pistons,118,None,Little Caesars Arena,2019,42.341° N,83.055° W
7426,2018-11-25,6:00p,Charlotte Hornets,123,Atlanta Hawks,124,None,State Farm Arena,2019,33.757° N,84.396° W
7427,2018-11-25,6:00p,Philadelphia 76ers,127,Brooklyn Nets,125,None,Barclays Center,2019,40.683° N,73.975° W
7428,2018-11-25,6:00p,New York Knicks,103,Memphis Grizzlies,98,None,FedEx Forum,2019,35.156° N,90.052° W
7429,2018-11-25,6:00p,Miami Heat,115,Toronto Raptors,125,None,Scotiabank Arena,2019,43.644° N,79.379° W
7430,2018-11-25,8:00p,Utah Jazz,133,Sacramento Kings,112,None,Golden 1 Center,2019,38.58° N,121.5° W
7431,2018-11-25,9:00p,Los Angeles Clippers,104,Portland Trail Blazers,100,None,Moda Center,2019,45.532° N,122.667° W
7432,2018-11-26,7:00p,Milwaukee Bucks,107,Charlotte Hornets,110,None,Spectrum Center,2019,35.225° N,80.839° W
7433,2018-11-26,7:00p,Minnesota Timberwolves,102,Cleveland Cavaliers,95,None,Quicken Loans Arena,2019,41.497° N,81.688° W
7434,2018-11-26,7:00p,Houston Rockets,131,Washington Wizards,135,OT,Capital One Arena,2019,38.898° N,77.021° W
7435,2018-11-26,8:00p,San Antonio Spurs,108,Chicago Bulls,107,None,United Center,2019,41.881° N,87.675° W
7436,2018-11-26,8:00p,Boston Celtics,124,New Orleans Pelicans,107,None,Smoothie King Center,2019,29.949° N,90.082° W
7437,2018-11-26,9:00p,Indiana Pacers,121,Utah Jazz,88,None,Vivint Smart Home Arena,2019,40.768° N,111.901° W
7438,2018-11-26,10:30p,Orlando Magic,110,Golden State Warriors,116,None,Oracle Arena,2019,37.75° N,122.203° W
7439,2018-11-27,7:00p,New York Knicks,108,Detroit Pistons,115,None,Little Caesars Arena,2019,42.341° N,83.055° W
7440,2018-11-27,7:30p,Atlanta Hawks,115,Miami Heat,113,None,AmericanAirlines Arena,2019,25.781° N,80.187° W
7441,2018-11-27,8:00p,Toronto Raptors,122,Memphis Grizzlies,114,None,FedEx Forum,2019,35.156° N,90.052° W
7442,2018-11-27,9:00p,Los Angeles Lakers,85,Denver Nuggets,117,None,Pepsi Center,2019,39.749° N,105.008° W
7443,2018-11-27,9:00p,Indiana Pacers,109,Phoenix Suns,104,None,Talking Stick Resort Arena,2019,33.446° N,112.071° W
7444,2018-11-28,7:00p,Atlanta Hawks,94,Charlotte Hornets,108,None,Spectrum Center,2019,35.225° N,80.839° W
7445,2018-11-28,7:00p,New York Knicks,91,Philadelphia 76ers,117,None,Wells Fargo Center,2019,39.901° N,75.172° W
7446,2018-11-28,7:30p,Utah Jazz,101,Brooklyn Nets,91,None,Barclays Center,2019,40.683° N,73.975° W
7447,2018-11-28,8:00p,Dallas Mavericks,128,Houston Rockets,108,None,Toyota Center,2019,29.751° N,95.362° W
7448,2018-11-28,8:00p,Chicago Bulls,113,Milwaukee Bucks,116,None,Fiserv Forum,2019,43.045° N,87.917° W
7449,2018-11-28,8:00p,San Antonio Spurs,89,Minnesota Timberwolves,128,None,Target Center,2019,44.98° N,93.276° W
7450,2018-11-28,8:00p,Washington Wizards,104,New Orleans Pelicans,125,None,Smoothie King Center,2019,29.949° N,90.082° W
7451,2018-11-28,8:00p,Cleveland Cavaliers,83,Oklahoma City Thunder,100,None,Chesapeake Energy Arena,2019,35.463° N,97.515° W
7452,2018-11-28,10:00p,Orlando Magic,112,Portland Trail Blazers,115,None,Moda Center,2019,45.532° N,122.667° W
7453,2018-11-28,10:30p,Phoenix Suns,99,Los Angeles Clippers,115,None,STAPLES Center,2019,34.043° N,118.267° W
7454,2018-11-29,8:00p,Golden State Warriors,128,Toronto Raptors,131,OT,Scotiabank Arena,2019,43.644° N,79.379° W
7455,2018-11-29,10:30p,Indiana Pacers,96,Los Angeles Lakers,104,None,STAPLES Center,2019,34.043° N,118.267° W
7456,2018-11-29,10:30p,Los Angeles Clippers,133,Sacramento Kings,121,None,Golden 1 Center,2019,38.58° N,121.5° W
7457,2018-11-30,7:00p,Cleveland Cavaliers,95,Boston Celtics,128,None,TD Garden,2019,42.366° N,71.062° W
7458,2018-11-30,7:00p,Utah Jazz,119,Charlotte Hornets,111,None,Spectrum Center,2019,35.225° N,80.839° W
7459,2018-11-30,7:00p,Chicago Bulls,88,Detroit Pistons,107,None,Little Caesars Arena,2019,42.341° N,83.055° W
7460,2018-11-30,7:00p,Washington Wizards,98,Philadelphia 76ers,123,None,Wells Fargo Center,2019,39.901° N,75.172° W
7461,2018-11-30,7:30p,Memphis Grizzlies,131,Brooklyn Nets,125,2OT,Barclays Center,2019,40.683° N,73.975° W
7462,2018-11-30,8:00p,New Orleans Pelicans,101,Miami Heat,106,None,AmericanAirlines Arena,2019,25.781° N,80.187° W
7463,2018-11-30,8:00p,Atlanta Hawks,109,Oklahoma City Thunder,124,None,Chesapeake Energy Arena,2019,35.463° N,97.515° W
7464,2018-11-30,8:00p,Houston Rockets,136,San Antonio Spurs,105,None,AT&T Center,2019,29.427° N,98.438° W
7465,2018-11-30,9:00p,Orlando Magic,99,Phoenix Suns,85,None,Talking Stick Resort Arena,2019,33.446° N,112.071° W
7466,2018-11-30,10:30p,Dallas Mavericks,103,Los Angeles Lakers,114,None,STAPLES Center,2019,34.043° N,118.267° W
7467,2018-11-30,10:30p,Denver Nuggets,113,Portland Trail Blazers,112,None,Moda Center,2019,45.532° N,122.667° W
7468,2018-12-01,5:00p,Milwaukee Bucks,134,New York Knicks,136,OT,Madison Square Garden (IV),2019,40.751° N,73.993° W
7469,2018-12-01,7:00p,Golden State Warriors,102,Detroit Pistons,111,None,Little Caesars Arena,2019,42.341° N,83.055° W
7470,2018-12-01,7:00p,Brooklyn Nets,88,Washington Wizards,102,None,Capital One Arena,2019,38.898° N,77.021° W
7471,2018-12-01,8:00p,Toronto Raptors,106,Cleveland Cavaliers,95,None,Quicken Loans Arena,2019,41.497° N,81.688° W
7472,2018-12-01,8:00p,Chicago Bulls,105,Houston Rockets,121,None,Toyota Center,2019,29.751° N,95.362° W
7473,2018-12-01,8:00p,Boston Celtics,118,Minnesota Timberwolves,109,None,Target Center,2019,44.98° N,93.276° W
7474,2018-12-01,10:00p,Indiana Pacers,110,Sacramento Kings,111,None,Golden 1 Center,2019,38.58° N,121.5° W
7475,2018-12-02,3:30p,Phoenix Suns,96,Los Angeles Lakers,120,None,STAPLES Center,2019,34.043° N,118.267° W
7476,2018-12-02,5:00p,New Orleans Pelicans,119,Charlotte Hornets,109,None,Spectrum Center,2019,35.225° N,80.839° W
7477,2018-12-02,6:00p,Utah Jazz,100,Miami Heat,102,None,AmericanAirlines Arena,2019,25.781° N,80.187° W
7478,2018-12-02,6:00p,Memphis Grizzlies,95,Philadelphia 76ers,103,None,Wells Fargo Center,2019,39.901° N,75.172° W
7479,2018-12-02,7:00p,Los Angeles Clippers,110,Dallas Mavericks,114,None,American Airlines Center,2019,32.791° N,96.81° W
7480,2018-12-02,7:00p,Portland Trail Blazers,118,San Antonio Spurs,131,None,AT&T Center,2019,29.427° N,98.438° W
7481,2018-12-03,7:00p,Oklahoma City Thunder,110,Detroit Pistons,83,None,Little Caesars Arena,2019,42.341° N,83.055° W
7482,2018-12-03,7:30p,Golden State Warriors,128,Atlanta Hawks,111,None,State Farm Arena,2019,33.757° N,84.396° W
7483,2018-12-03,7:30p,Cleveland Cavaliers,99,Brooklyn Nets,97,None,Barclays Center,2019,40.683° N,73.975° W
7484,2018-12-03,7:30p,Washington Wizards,110,New York Knicks,107,None,Madison Square Garden (IV),2019,40.751° N,73.993° W
7485,2018-12-03,7:30p,Denver Nuggets,106,Toronto Raptors,103,None,Scotiabank Arena,2019,43.644° N,79.379° W
7486,2018-12-03,8:00p,Houston Rockets,91,Minnesota Timberwolves,103,None,Target Center,2019,44.98° N,93.276° W
7487,2018-12-03,8:00p,Los Angeles Clippers,129,New Orleans Pelicans,126,None,Smoothie King Center,2019,29.949° N,90.082° W
7488,2018-12-04,7:00p,Chicago Bulls,90,Indiana Pacers,96,None,Bankers Life Fieldhouse,2019,39.764° N,86.156° W
7489,2018-12-04,7:30p,Orlando Magic,105,Miami Heat,90,None,AmericanAirlines Arena,2019,25.781° N,80.187° W
7490,2018-12-04,8:30p,Portland Trail Blazers,102,Dallas Mavericks,111,None,American Airlines Center,2019,32.791° N,96.81° W
7491,2018-12-04,9:00p,Sacramento Kings,122,Phoenix Suns,105,None,Talking Stick Resort Arena,2019,33.446° N,112.071° W
7492,2018-12-04,9:00p,San Antonio Spurs,105,Utah Jazz,139,None,Vivint Smart Home Arena,2019,40.768° N,111.901° W
7493,2018-12-05,7:00p,Golden State Warriors,129,Cleveland Cavaliers,105,None,Quicken Loans Arena,2019,41.497° N,81.688° W
7494,2018-12-05,7:00p,Denver Nuggets,124,Orlando Magic,118,OT,Amway Center,2019,28.539° N,81.384° W
7495,2018-12-05,7:30p,Washington Wizards,131,Atlanta Hawks,117,None,State Farm Arena,2019,33.757° N,84.396° W
7496,2018-12-05,7:30p,Oklahoma City Thunder,114,Brooklyn Nets,112,None,Barclays Center,2019,40.683° N,73.975° W
7497,2018-12-05,8:00p,Los Angeles Clippers,86,Memphis Grizzlies,96,None,FedEx Forum,2019,35.156° N,90.052° W
7498,2018-12-05,8:00p,Detroit Pistons,92,Milwaukee Bucks,115,None,Fiserv Forum,2019,43.045° N,87.917° W
7499,2018-12-05,8:00p,Charlotte Hornets,104,Minnesota Timberwolves,121,None,Target Center,2019,44.98° N,93.276° W
7500,2018-12-05,8:00p,Dallas Mavericks,106,New Orleans Pelicans,132,None,Smoothie King Center,2019,29.949° N,90.082° W
7501,2018-12-05,8:00p,Philadelphia 76ers,102,Toronto Raptors,113,None,Scotiabank Arena,2019,43.644° N,79.379° W
7502,2018-12-05,10:30p,San Antonio Spurs,113,Los Angeles Lakers,121,None,STAPLES Center,2019,34.043° N,118.267° W
7503,2018-12-06,8:00p,New York Knicks,100,Boston Celtics,128,None,TD Garden,2019,42.366° N,71.062° W
7504,2018-12-06,10:00p,Phoenix Suns,86,Portland Trail Blazers,108,None,Moda Center,2019,45.532° N,122.667° W
7505,2018-12-06,10:30p,Houston Rockets,91,Utah Jazz,118,None,Vivint Smart Home Arena,2019,40.768° N,111.901° W
7506,2018-12-07,7:00p,Denver Nuggets,107,Charlotte Hornets,113,None,Spectrum Center,2019,35.225° N,80.839° W
7507,2018-12-07,7:00p,Philadelphia 76ers,117,Detroit Pistons,111,None,Little Caesars Arena,2019,42.341° N,83.055° W
7508,2018-12-07,7:00p,Indiana Pacers,112,Orlando Magic,90,None,Amway Center,2019,28.539° N,81.384° W
7509,2018-12-07,7:30p,Toronto Raptors,105,Brooklyn Nets,106,OT,Barclays Center,2019,40.683° N,73.975° W
7510,2018-12-07,7:30p,Sacramento Kings,129,Cleveland Cavaliers,110,None,Quicken Loans Arena,2019,41.497° N,81.688° W
7511,2018-12-07,8:00p,Oklahoma City Thunder,112,Chicago Bulls,114,None,United Center,2019,41.881° N,87.675° W
7512,2018-12-07,8:00p,Memphis Grizzlies,107,New Orleans Pelicans,103,None,Smoothie King Center,2019,29.949° N,90.082° W
7513,2018-12-07,8:30p,Los Angeles Lakers,120,San Antonio Spurs,133,None,AT&T Center,2019,29.427° N,98.438° W
7514,2018-12-07,9:00p,Miami Heat,115,Phoenix Suns,98,None,Talking Stick Resort Arena,2019,33.446° N,112.071° W
7515,2018-12-07,9:30p,Golden State Warriors,105,Milwaukee Bucks,95,None,Fiserv Forum,2019,43.045° N,87.917° W
7516,2018-12-08,6:00p,Houston Rockets,104,Dallas Mavericks,107,None,American Airlines Center,2019,32.791° N,96.81° W
